source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
M-TP,,2019-07-04 15:59:27,HÃY TRAO CHO ANH đã đạt top 1 lượt nghe trực tuyến trên Spotify sau hơn 2 ngày ra mắt ❤️❤️❤️ Cảm ơn mọi người rất nhiều!!! Và đừng quên tiếp tục ủng hộ HÃY TRAO CHO ANH trên Spotify nhé!!! Stream ngay tại: https://spoti.fi/2Xcy9ym #HayTraoChoAnh #GiveItToMe #SonTungMTP #SnoopDogg #Spotify #MTPEntertainment,M-TP và 68K người khác,47K,"1,4K",18K,98,15,10,6.809 bình luậ,2803059099707775,/story.php?story_fbid=2803059099707775&id=309972372349806
M-TP,,2019-07-04 11:06:47,A Special thanks to Billboard for bringing my music closer to the audience !!!!! ❤️❤️❤️ Đừng quên tiếp tục ủng hộ thật nhiều cho Hãy Trao Cho Anh nhé !!!!! https://youtu.be/knW7-x7Y7RE,M-TP và 85K người khác,62K,"1,7K",21K,137,13,16,7.266 bình luậ,2802650923081926,/story.php?story_fbid=2802650923081926&id=309972372349806
M-TP,,2019-07-04 09:46:43,Lại tin vui nữaaaaaaaa !!!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ Đừng quên tiếp tục ủng hộ cho Hãy Trao Cho Anh nhoé !!!! https://youtu.be/knW7-x7Y7RE,M-TP và 102K người khác,74K,"2,8K",25K,265,24,8,9.026 bình luậ,2802496479764037,/story.php?story_fbid=2802496479764037&id=309972372349806
M-TP,,2019-07-03 21:44:32,Cảm ơn rất nhiều !!!!! ❤️❤️❤️❤️❤️❤️❤️❤️ Đừng quên tiếp tục ủng hộ cho Hãy Trao Cho Anh nhoé !!!!!!!!! 🥂🥂🥂🥂🥂🥂🥂🥂 https://youtu.be/knW7-x7Y7RE,M-TP và 105K người khác,77K,"2,2K",25K,184,27,23,7.881 bình luậ,2801614606518891,/story.php?story_fbid=2801614606518891&id=309972372349806
M-TP,,2019-07-03 20:11:18,Tin vui tiếp theoooooo ❤️❤️❤️❤️❤️❤️❤️❤️ 2.000.000 likes cho HÃY TRAO CHO ANH trên youtube sau 2 ngày ra mắt !!!!!!!! Cảm ơn mọi người rất rất nhiềuuuuuuuu Đừng quên tiếp tục ủng hộ cho HÃY TRAO CHO ANH nhé !!!! https://youtu.be/knW7-x7Y7RE,M-TP và 119K người khác,86K,"2,9K",29K,281,29,12,11.891 bình luậ,2801440843202934,/story.php?story_fbid=2801440843202934&id=309972372349806
M-TP,,2019-07-03 13:51:25,HÃY TRAO CHO ANH đang có mặt trên nền tảng nghe nhạc NhacCuaTui nhé mọi người ơi 🎶🎶🎶 Stream ngay 👉 nhaccuatui.com/sontungmtp/haytraochoanh #HayTraoChoAnh #GiveItToMe #SonTungMTP #MTPEntertainment #SnoopDogg #DocQuyenNhacCuaTui,M-TP và 66K người khác,47K,"1,5K",17K,66,20,16,5.760 bình luậ,2800921166588235,/story.php?story_fbid=2800921166588235&id=309972372349806
M-TP,,2019-07-03 00:41:59,Oh my goddd !!!!! Unbelievable ....... What an incredible story ... But .... It’s the truth .......... 🙏🙏🙏🙏🙏🙏🙏🙏 Top 1 trending youtube Hàn Quốc !!!!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Nguyen Le Tuong Vi và 103K người khác,74K,"2,8K",26K,503,28,7,8.726 bình luậ,2799835130030172,/story.php?story_fbid=2799835130030172&id=309972372349806
M-TP,,2019-07-02 21:51:20,Tin vui cuối ngàyyyy ... !!!!!!! Cảm ơn mọi người rất rất nhiều ...... Hi vọng rằng mọi người sẽ ủng hộ cho HÃY TRAO CHO ANH thật nhiều và thật nhiều hơn nữa nhaaaaaaa !!!!!! ❤️❤️❤️❤️❤️❤️ https://youtu.be/knW7-x7Y7RE,Nguyen Le Tuong Vi và 175K người khác,129K,4K,41K,667,76,18,14.508 bình luậ,2799475123399506,/story.php?story_fbid=2799475123399506&id=309972372349806
M-TP,,2019-07-02 14:39:42,"A few pictures when i was in LA last year ....  Có quá nhiều cảm xúc khi nhìn vào những bức hình này .... Một quãng thời gian quá dài từ lúc sáng tác , cho đến lúc hoàn thành audio , cho đến lúc tìm ekip , cho đến lúc contact với những special guests , cho đến lúc sang Mỹ , cho đến lúc hoàn thành những cảnh quay , cho đến lúc đi về lại Việt Nam , cho đến lúc gửi qua gửi lại những bản drafts đầu tiên từ Hàn qua Việt Nam rồi chỉnh sửa các kiểuuuuuu , cho đến lúc hoàn thành MV , cho đến lúc lên kế hoạch plan và cho đến lúc ra mắtttttt HÃY TRAO CHO ANH !!!!!! Một năm rưỡi cho bạn í , với những cung bậc cảm xúc sẽ không bao giờ có thể quên được trong cuộc đời sự nghiệp của mình ..... Những khoảng thời gian giúp mình có thêm biết bao nhiêu kinh nghiệm , giúp cho mình thấy rằng mình còn nhỏ bé đến nhường nàooo để không bao giờ ngừng phấn đấu tiến về phía trước .... Dẫu sao thì cũng đã hoàn thành !!!! Hi vọng Hãy Trao Cho Anh có thể chạm được vào nhiều trái tim của những ai yêu thích âm nhạc ..... Âm nhạc mà ... Âm nhạc là phải vui , phải thoải mái , phải phấn khích ...  🥂🥂🥂 Đừng quên tiếp tục ủng hộ em í các bạn nhoé !!!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ https://youtu.be/knW7-x7Y7RE",M-TP và 401K người khác,292K,7K,100K,794,162,77,30.019 bình luậ,2798515500162135,/story.php?story_fbid=2798515500162135&id=309972372349806
M-TP,,2019-07-02 09:46:29,Tin vuiii ngày mớiiii !!!!!! Cảm ơn sự ủng hộ của tất cả mọi ngườiii !!!!! ❤️❤️❤️❤️ Và tiếp tục nhoaaaa https://youtu.be/knW7-x7Y7RE,M-TP và 136K người khác,99K,4K,32K,635,41,22,11.168 bình luậ,2798056216874730,/story.php?story_fbid=2798056216874730&id=309972372349806
M-TP,,2019-07-01 23:40:04,Tin vui cuối ngày !!!!! 🌻🌻🌻🌻🌻🌻🌻 Thanks for your support .... Keep watching the music video to achieve more good Results !!!! https://youtu.be/knW7-x7Y7RE ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Thảo Phạm và 223K người khác,164K,"6,5K",50K,"2,1K",92,31,20.648 bình luậ,2796994510314234,/story.php?story_fbid=2796994510314234&id=309972372349806
M-TP,,2019-07-01 21:02:15,"TIN VUIiiiiiiiiii We did a good job !!!!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️ 🔥🔥🔥 “Hãy Trao Cho Anh “ của Sơn Tùng M-TP đạt 635.000 người xem công chiếu trực tiếp.  “Hãy Trao Cho Anh” của Sơn Tùng M-TP đã xuất sắc đạt 1M views trong vòng 8 phút,  2M views trong vòng 14 phút và 4.7M views trong vòng 50 phút kể từ lúc ra mắt. Phá vỡ mọi kỷ lục Việt Nam hiện tại dành cho Music Video.  ** View realtime tại thời điểm hiện tại, được cập nhập thông qua hệ thống Analytics Realtime của YouTube. #HayTraoChoAnh  #GiveItToMe  #SonTungMTP  #MTPEntertainment  #MetubNetwork #SnoopDogg  #MadisonBeer http://yt3.piee.pw/JQ6DM TRAO HẾT , TRAO HẾT ĐI YÊU THƯƠNG NỒNG CHÁY CHO “ HÃY TRAO CHO ANH “ mọi người nhé 💛💛💛 ** View realtime tại thời điểm hiện tại, được cập nhập thông qua hệ thống Analytics Realtime của YouTube. #HayTraoChoAnh  #GiveItToMe  #SonTungMTP  #MTPEntertainment  #MetubNetwork  #SnoopDogg  #MadisonBeer http://yt3.piee.pw/JQ6DM Tiếp tục xem và share thật nhiều nhé cả nhà ơiiii !!! ❤️❤️❤️",M-TP và 169K người khác,121K,"5,7K",40K,"1,5K",74,31,19.816 bình luậ,2796475673699451,/story.php?story_fbid=2796475673699451&id=309972372349806
M-TP,,2019-07-01 20:00:43,Hãy Trao Cho Anh !!!!! ❤️❤️❤️❤️❤️❤️❤️❤️ Share nàooooooooooo 🙏🙏🙏🙏🙏🙏🙏🙏,M-TP và 231K người khác,159K,"5,8K",66K,275,100,113,58.161 bình luậ,2796273547052997,/story.php?story_fbid=2796273547052997&id=309972372349806
M-TP,,2019-07-01 12:16:16,"Alo alo alooo .... Còn 8 tiếng nữa Hãy Trao Cho Anh sẽ chính thức xuất hiện nhé cả nhà ........ Ai đang chờ thì hands up này ............. 🖐🏻🖐🏻🖐🏻 Đúng 20h tối nay nha !!!!! Còn ai chưa đặt lời nhắc thì đừng quên ""ĐẶT LỜI NHẮC"" cho link YouTube Premiere để không bỏ lỡ HÃY TRAO CHO ANH nhé!!! 🎶🎶🎶 ❤❤❤ https://youtu.be/knW7-x7Y7RE #HayTraoChoAnh #GiveItToMe #SonTungMTP #MTPEntertainment #SnoopDogg",M-TP và 252K người khác,192K,"7,7K",51K,544,152,62,26.663 bình luậ,2795379303809088,/story.php?story_fbid=2795379303809088&id=309972372349806
M-TP,,2019-06-29 20:00:34,"Eventually I could take pictures with my big idol whom i’ve been loving since i was a little boy ....  i wanna say thanks to you Snoop Dogg for becoming a part of my project ... !!! It’s such an honor to have a chance to work with you ... !!! Words can’t be enough to express how much I admire you !!!! Once again... Thank you so much!!! ❤️❤️❤️ My fans ... Don’t forget to watch the music video on the first of july at 8pm .... 🥂🥂🥂 ""ĐẶT LỜI NHẮC"" cho link YouTube Premiere để không bỏ lỡ HÃY TRAO CHO ANH nhé!!! 🎶🎶🎶 https://youtu.be/knW7-x7Y7RE #HayTraoChoAnh #GiveItToMe #SonTungMTP #MTPEntertainment #SnoopDogg",Trường Sơn và 279K người khác,213K,"8,2K",56K,1K,138,43,21.229 bình luậ,2791729447507407,/story.php?story_fbid=2791729447507407&id=309972372349806
M-TP,,2019-06-28 20:00:01,"TRAILER chính thức của Hãy Trao Cho Anh đây mọi người nhé 🥂🥂🥂 Và đừng quên...""ĐẶT LỜI NHẮC"" cho link YouTube Premiere để không bỏ lỡ HÃY TRAO CHO ANH nhé!!! 🎶🎶🎶 #HayTraoChoAnh #GiveItToMe #SonTungMTP #MTPEntertainment #SnoopDogg",M-TP và 83K người khác,59K,"2,3K",21K,219,55,22,9.987 bình luậ,2789534481060237,/story.php?story_fbid=2789534481060237&id=309972372349806
M-TP,,2019-06-26 20:00:01,The final reaction to my new song from Miss H'Hen Nie ..... Một người bạn mới vô cùng dễ thương của Tùng .... Cảm ơn H'Hen Niê vì đã nghe và chia sẻ đầy cảm xúc về bài hát Hãy Trao Cho Anh ❤❤❤ #HayTraoChoAnh #GiveItToMe #SONTUNGMTP #MTPEntertainment,M-TP và 131K người khác,97K,"6,5K",25K,406,234,98,9.870 bình luậ,2785064658173886,/story.php?story_fbid=2785064658173886&id=309972372349806
M-TP,,2019-06-26 15:00:00,The fourth reaction to my new song from producer Khac Hung.  Thanks bro đã lắng nghe và chia sẻ chân thành về bàiii hátttttttt ... 💚💚💚 #HayTraoChoAnh #GiveItToMe #SONTUNGMTP #MTPEntertainment,M-TP và 71K người khác,52K,"2,8K",15K,229,161,52,6.784 bình luậ,2784974031516282,/story.php?story_fbid=2784974031516282&id=309972372349806
M-TP,,2019-06-26 10:00:09,The third reaction to my new song from Woody..... Một người bạn mới vô cùng dễ thương đến từ Thái Lan .... Cảm ơn Woody vì đã nghe và chia sẻ chân thành về Hãy Trao Cho Anh ❤❤❤ #HayTraoChoAnh #GiveItToMe #SONTUNGMTP #MTPEntertainment,M-TP và 77K người khác,55K,"3,2K",18K,238,156,59,8.069 bình luậ,2784557214891297,/story.php?story_fbid=2784557214891297&id=309972372349806
M-TP,,2019-06-25 20:00:01,The second reaction to my new song from Xuan Truong ... Thanks Trường đã lắng nghe và chia sẻ thật chân thành về Hãy Trao Cho Anh !!!! ❤❤❤ #HayTraoChoAnh #GiveItToMe #SONTUNGMTP #MTPEntertainment,M-TP và 143K người khác,105K,"6,9K",30K,775,155,58,11.218 bình luậ,2782870301726655,/story.php?story_fbid=2782870301726655&id=309972372349806
M-TP,,2019-06-25 10:00:02,The first reaction to my new song from Long Halo.  Thanks bro đã lắng nghe và chia sẻ chân thành về bàiii hátttttttt ... 💚💚💚 #HayTraoChoAnh #GiveItToMe #SONTUNGMTP #MTPEntertainment,M-TP và 72K người khác,50K,"2,8K",18K,298,87,28,8.750 bình luậ,2782397785107240,/story.php?story_fbid=2782397785107240&id=309972372349806
M-TP,,2019-06-24 20:00:01,"Teaser : HÃY TRAO CHO ANH ... !!! Cùng xem những thước hình đầu tiên của “Hãy Trao Cho Anh nhé"" !!!! Đừng quên chờ đợi và ủng hộ hết mình cho HÃY TRAO CHO ANH !!! ❤❤❤ #HayTraoChoAnh #GiveItToMe #SonTungMTP #MTPEntertainment",M-TP và 80K người khác,53K,"2,5K",23K,837,100,43,13.471 bình luậ,2781185961895089,/story.php?story_fbid=2781185961895089&id=309972372349806
M-TP,,2019-06-23 20:00:08,Are you ready for something new??? Don’t forget your promise .....  😉😉😉 Hãy trao cho anh  #HayTraoChoAnh #GiveItToMe #SonTungMTP #MTPEntertainment,M-TP và 256K người khác,185K,"8,8K",60K,2K,199,61,33.336 bình luậ,2778538592159826,/story.php?story_fbid=2778538592159826&id=309972372349806
M-TP,,2019-06-22 20:00:25,Em ... Hãy trao cho anh !!!!! ❤❤❤ #HayTraoChoAnh #GiveItToMe #SonTungMTP #MTPEntertainment,M-TP và 185K người khác,133K,10K,39K,"2,1K",218,59,26.743 bình luậ,2776591435687875,/story.php?story_fbid=2776591435687875&id=309972372349806
M-TP,,2019-06-18 22:00:00,"Sky ơiii !!! Check thông tin chính thức về SKY TOUR 2019 ngay và luôn nào. Tùng rất hi vọng sẽ gặp được tất cả mọi người, mọi gương mặt yêu thương sớm nhất đây. Website chính thức của sự kiện: https://skytour.mtpentertainment.com/ P/s: Ai đã hứa với Tùng sẽ tham dự thì hãy giữ lời hứa nha. Hahaha #SONTUNGMTP #SKYTOUR2019 #VINID #MTP",M-TP và 55K người khác,39K,"1,5K",13K,135,336,12,8.473 bình luậ,2768945393119146,/story.php?story_fbid=2768945393119146&id=309972372349806
M-TP,,2019-06-18 20:00:01,Is it me or this summer that makes you feel hot ... Which sneakers should I choose to rock this summer with you Skyyyyyyyyyyy ??????? 🔥 Check out the awesome sneakers at Biti’s Hunter and help me pick the most suitable one!!! They are coming soon!!!! Thanks for your recommendation !!! I love you all !!! ❤️❤️❤️ #SONTUNGMTP #MTP #BitisHunter #BitisHunter2K19 #SummerFunHasBegunCó phải là vì tôi hay mùa hè này khiến bạn cảm thấy nóng... Tôi nên chọn giày thể thao nào để khuấy động mùa hè này cùng với bạn nhỉ Các Sky ??????? 🔥 Hãy xem những đôi giày thể thao tuyệt vời tại Biti’s Hunter và giúp tôi chọn một đôi phù hợp nhất!!! Chúng sắp ra mắt rồi!!!! Cảm ơn các bạn đã giới thiệu!!! Tôi yêu tất cả các bạn!!! ❤️❤️❤️ #SONTUNGMTP #MTP #BitisHunter #BitisHunter2K19 #SummerFunHasBegun,Kiều Phạm và 75K người khác,56K,"1,9K",16K,182,39,31,9.550 bình luậ,2768835403130145,/story.php?story_fbid=2768835403130145&id=309972372349806
M-TP,,2019-06-17 20:00:24,SKY TOUR !!!!!! COMING SOON Let’s wait for the next information of the show ...... 🥂🥂🥂 #SKYTOUR2019 #SONTUNGMTP #VINIDCHUYẾN DU LỊCH BẦU TRỜI!!!!!! SẮP RA MẮT Hãy cùng chờ những thông tin tiếp theo về chương trình...... 🥂🥂🥂 #SKYTOUR2019 #SONTUNGMTP #VINID,M-TP và 35K người khác,22K,1K,11K,131,39,11,8.053 bình luậ,2766913573322328,/story.php?story_fbid=2766913573322328&id=309972372349806
M-TP,,2019-06-12 20:56:08,💋💋💋 #lvvietnam #ellemanvietnam #lvfw19preco #MTPEntertainment,M-TP và 78K người khác,53K,"2,4K",22K,168,40,30,12.258 bình luậ,2757234190956933,/story.php?story_fbid=2757234190956933&id=309972372349806
M-TP,,2019-06-11 17:23:32,#lvvietnam #ellemanvietnam #lvfw19preco ❤️❤️❤️,M-TP và 93K người khác,66K,"2,6K",24K,175,39,29,14.456 bình luậ,2754722757874743,/story.php?story_fbid=2754722757874743&id=309972372349806
M-TP,,2019-05-27 22:18:14,Are you ready for The Sky Tour ????? This is The Sky tour ...... 💋💋💋 It will be taken place so soon ... Stay tuned !!! #skytour2019 🎤🎤🎤Bạn đã sẵn sàng cho The Sky Tour ????? Đây là Chuyến lưu diễn Sky...... 💋💋💋 Nó sẽ diễn ra sớm thôi... Hãy theo dõi nhé!!! #skytour2019 🎤🎤🎤,M-TP và 114K người khác,84K,"2,7K",26K,597,88,28,18.462 bình luậ,2726139860733033,/story.php?story_fbid=2726139860733033&id=309972372349806
M-TP,,2019-05-26 11:54:10,Cần Thơ was so littttttttt ........ !!!! ❤️❤️❤️ Remember what you promised me on the show last night... Don’t break your words  I love you........!!!!,M-TP và 101K người khác,72K,"2,1K",26K,123,78,32,15.399 bình luậ,2723424957671190,/story.php?story_fbid=2723424957671190&id=309972372349806
M-TP,,2019-05-21 21:00:01,"Hey Sky ơi!! “Cơn sốt” bánh snack O'Star vị Sốt cà chua vẫn chưa có dấu hiệu hạ nhiệt đâu. Và để bắt đầu một mùa hè cực kỳ sôi động cho các Sky, O'Star Sốt sẽ “oanh tạc” 5 trường THCS/THPT tại Hà Nội, từ 7h00 – 11h00 ngày 22.05.2019, với những phần quà không thể “sốt” hơn: - 10.000 gói bánh snack O'Star Sốt dùng thử miễn phí. - 800 áo thun cá tính in hình Sơn Tùng M-TP. - 600 tượng Sơn Tùng M-TP Gothic. - 600 tượng Sơn Tùng M-TP Jacket. Bất ngờ hơn, Sơn Tùng M-TP sẽ tiết lộ danh sách 5 trường ngay dưới đây. Nếu có trường của bạn, comment và tag bạn bè ngay để mọi người cùng biết nhe!!!! #ConSotChuaTungCo #OStarSot",Nguyễn Arafat và 32K người khác,20K,"1,7K","9,5K",104,135,26,8.721 bình luậ,2714730138540672,/story.php?story_fbid=2714730138540672&id=309972372349806
M-TP,,2019-05-19 21:31:51,"Hey Sky!!!!! Mùa hè thảnh thơi nghỉ ngơi, Sky tha hồ du lịch khắp nơi, ăn đủ món yêu thích đúng không nào? Nếu đúng vậy thì O'Star và Sơn Tùng M-TP có tin cực kỳ sốt dẻo cho cả nhà đây. Bánh snack O'Star nay đã có thêm vị Sốt cà chua. Vị sốt cà chua mặn ngọt, đậm đà đến từng giọt, hòa quyện với từng lát bánh khoai tây thơm ngon, giòn tan.  Và hơn thế nữa, Sơn Tùng M-TP bật mí luôn, O'Star sẽ có món quà rất-rất-rất bất ngờ cho các Sky Hà Nội vào tháng 5 này. Chờ đón cùng Tùng nha cả nhà ơi. #ConSotChuaTungCo #OStarSot",Nguyễn Arafat và 57K người khác,40K,"2,9K",13K,99,98,42,9.909 bình luậ,2711110775569275,/story.php?story_fbid=2711110775569275&id=309972372349806
M-TP,,2019-05-19 13:39:53,"I had a crazy night with my audience in Hanoi ....  As usual the stage was burned down by us  Thanks for giving me a lot of energy and motivation to keep working on my next projects ... Certainly there will be a lot of interesting things in the future ... Of course in the meantime you still can support me by listening to my old songs... 🤣🤣🤣 They will come soon ... very soon... Stay tuned !!!Tôi đã có một đêm điên cuồng với khán giả tại Hà Nội .... Như thường lệ, chúng ta đã khiến sân khấu phải bùng cháy Cảm ơn các bạn đã dành cho tôi thật nhiều năng lượng và động lực để tiếp tục làm việc cho những dự án tiếp theo của mình ... Chắc chắn, sẽ có rất nhiều điều thú vị trong tương lai ... Dĩ nhiên trong thời điểm hiện tại, các bạn vẫn có thể ủng hộ bằng cách nghe lại các bài hát cũ của tôi... 🤣🤣🤣 Sẽ sớm thôi ... rất sớm thôi... Hãy đón chờ nhé !!!",M-TP và 85K người khác,60K,"2,2K",22K,177,82,28,13.420 bình luậ,2710436548970031,/story.php?story_fbid=2710436548970031&id=309972372349806
M-TP,,2019-05-18 19:57:53,"Sky ơiiiiii! Phim ngắn “Tôi đã ‘lì’ như thế đó!” dựa trên câu chuyện có thật của Tùng đã ra mắt rồi đây!!! Cùng với Pepsi, Tùng tin rằng tuổi trẻ chỉ có một lần, chúng ta sẽ không bao giờ hối tiếc về những điều mình đã làm mà về những gì chúng ta đã từ bỏ. Hãy cứ ""Lì"", Cứ Dấn Bước để Đam Mê biến thành hành động. #Pepsi #SonTungMTP #ToiDaLiNhuTheDo #ForTheLoveOfIt #PhimNgan #cudanbuoccudamme",Nguyễn Arafat và 52K người khác,36K,"2,5K",13K,94,167,54,7.621 bình luậ,2708828092464210,/story.php?story_fbid=2708828092464210&id=309972372349806
M-TP,,2019-05-17 20:00:00,Hey Skyyyy! Let’s stay tuned for my new short film! TÔI ĐÃ ‘LÌ’ NHƯ THẾ ĐÓ! Officially launched at 20:00 | 18/05/2019 on Youtube. #TDLNTD #sontungmtp #mtpentertainment,Nguyễn Arafat và 70K người khác,46K,"1,7K",20K,"1,8K",102,24,13.228 bình luậ,2706594146020938,/story.php?story_fbid=2706594146020938&id=309972372349806
M-TP,,2019-05-16 15:30:08,"Levi’s X@sontungmtp Một lần nữa lại cùng Levi’s 501 Day quay trở lại khuấy đảo các tín đồ thời trang và âm nhạc tại Hà Nội. Levi’s 501 Day Music Festival 2019 – sự kiện mà Tùng không chỉ yêu thích bởi những họat động đầy độc đáo, như customize đồ, trượt ván…mà còn là nơi để bạn thể hiện phong cách, cá tính, và chất riêng của bạn. Truy cập ngay:  http://bit.ly/501_EGM để đăng ký tham gia đại tiệc âm nhạc của Levi’s và Tùng nhá! #501Day #levisvietnam",Nguyễn Arafat và 43K người khác,30K,"1,4K",11K,78,44,13,8.929 bình luậ,2704678062879213,/story.php?story_fbid=2704678062879213&id=309972372349806
M-TP,,2019-05-13 22:38:16,💋💋💋,M-TP và 384K người khác,304K,"8,1K",69K,"1,1K",309,221,35.240 bình luậ,2699573553389664,/story.php?story_fbid=2699573553389664&id=309972372349806
M-TP,,2019-05-12 19:00:33,"Sky ơi!!!!! Mùa hè tới rồi, O'Star và Sơn Tùng M-TP có quà đặc biệt cho mọi người đây. Snack khoai tây O'Star tặng thêm 20% khối lượng bánh vào mỗi gói mà giá vẫn không đổi luôn. Khoai tây càng nhiều, ăn càng đã!!!! Vị kim chi Hàn Quốc đã rơi vào danh sách “món tủ” của Sơn Tùng M-TP rồi nha. Còn vị muối và tảo biển? Các Sky thích vị gì nào? Hãy bật mí cùng Tùng nhé! #OStarKhoaiTayHangSao",77K,55K,"3,7K",17K,122,78,25,13.945 bình luậ,2697252513621768,/story.php?story_fbid=2697252513621768&id=309972372349806
M-TP,,2019-05-11 12:12:28,📸📸📸 Beautiful memories !!!!,M-TP và 112K người khác,82K,"2,2K",27K,193,50,23,19.394 bình luậ,2694858803861139,/story.php?story_fbid=2694858803861139&id=309972372349806
M-TP,,2019-04-30 15:48:14,Rarely do i have an occasion to relax with my friends ...... I wish there was a miracle to prolong these moments forever ... How about your holidays ????? 🌻🌻🌻Hiếm khi tôi có dịp để thư giãn với bạn bè ...... Tôi ước có một phép màu có thể kéo dài những khoảnh khắc này mãi mãi ... Ngày lễ của các bạn như thế nào ????? 🌻🌻🌻,M-TP và 154K người khác,116K,"3,5K",34K,404,90,47,22.679 bình luậ,2675431129137240,/story.php?story_fbid=2675431129137240&id=309972372349806
M-TP,,2019-04-21 12:54:21,Ha Noi ....  ❤️❤️❤️,M-TP và 145K người khác,107K,"2,2K",35K,215,77,27,20.968 bình luậ,2659032417443778,/story.php?story_fbid=2659032417443778&id=309972372349806
M-TP,,2019-04-19 20:03:41,"Hey Skyyyyyy!!!! Waiting for my ‘comeback’? Be patient and enjoy me in Retro styleeeeee!! Higher, Bouncer & wayyyyyy Cooler! #MTP #BitisHunter #RetroEssentialPackNày Skyyyyy!!!! Đang chờ ""sự trở lại"" của mình nhỉ? Hãy kiên nhẫn và thích thú xem mình với phong cách Hoài cổ!! Mãnh liệt hơn, Tưng bừng hơn & Hấp dẫn hơn nhiềuuuuuu! #MTP #BitisHunter #RetroEssentialPack",M-TP và 51K người khác,33K,2K,14K,173,34,20,12.135 bình luậ,2655451604468526,/story.php?story_fbid=2655451604468526&id=309972372349806
M-TP,,2019-04-07 19:00:01,"Sky Hà Nội ơiiiii, từ nay không cần phải vội vã, tất bật sớm trưa, bận bịu tránh mưa, tranh nhau vượt tắc đường để tìm kiếm món ăn mình thích nữa, bởi GO-VIET đây rồi, thèm món gì đều có GO-VIET nhé. GO-VIET, món gì cũng có, ăn không phải nghĩ, phủ phê ưu đãi!! #GOVIET #GOFOOD #MonGiCungCo #AnKhongPhaiNghi #PhuPheUuDai",33K,21K,"1,7K","9,5K",38,21,12,9.350 bình luậ,2631414906872196,/story.php?story_fbid=2631414906872196&id=309972372349806
M-TP,,2019-04-01 20:00:02,"Với Tùng, trong mọi hoàn cảnh, mọi thời điểm hãy giữ cho mình sự hồn nhiên, ngây thơ.  Hồn nhiên, ngây thơ sẽ làm mình trở nên thành thật, và thành thật sẽ dẫn đến sự chân thành. Bất kể cuộc sống này có đối xử với bạn ra sao, hãy luôn chân thành với tất cả mọi người. Nếu cho đi sự chân thành, chúng ta sẽ nhận lại được sự chân thành của người khác. Chính những sự chân thành đó sẽ làm chúng ta trở nên tử tế và hạnh phúc hơn. Và hãy nhớ rằng cuộc sống này luôn công bằng với tất cả chúng ta. Vì thế phải luôn nỗ lực, luôn tử tế và phải luôn “Just be yourself” trong mọi hoàn cảnh! Các sky ơi, hãy chia sẻ bức hình chân dung gắn liền với câu chuyện của các bạn để trả lời cho câu hỏi “Tôi là ai” nhé. #chuanthanthai_sangchandung #TLA #toilaai",M-TP và 110K người khác,72K,"1,4K",36K,157,96,26,16.792 bình luậ,2624770760869944,/story.php?story_fbid=2624770760869944&id=309972372349806
M-TP,,2019-03-31 23:20:27,💋💋💋 Ha Noi was so littttt.....  Please continue loving me like this ... You don’t know how precious you all are to me ... ❤️❤️❤️💋💋💋 Hà Nội nhỏ quá..... Hãy tiếp tục yêu tôi như vậy ... Các bạn không biết các bạ quý giá như thế nào đối với tôi ...❤️❤️❤️,M-TP và 115K người khác,82K,"1,7K",30K,151,61,20,15.931 bình luậ,2623628644317489,/story.php?story_fbid=2623628644317489&id=309972372349806
M-TP,,2019-03-30 11:56:50,🌻🌻🌻 🥂🥂🥂,M-TP và 148K người khác,109K,"2,4K",35K,348,47,25,19.921 bình luậ,2620795047934182,/story.php?story_fbid=2620795047934182&id=309972372349806
M-TP,,2019-02-18 12:09:23,💋💋💋,M-TP và 235K người khác,175K,"3,5K",56K,910,107,96,24.137 bình luậ,2556945394319148,/story.php?story_fbid=2556945394319148&id=309972372349806
M-TP,,2019-02-05 16:19:04,"Chúc mừng năm mới 2019 !!!!!!!! Một năm không thể tuyệt vời hơn cho tất cả mọi người ...... Một năm tràn ngập niềm vui , hạnh phúc , may mắn cho tất cả mọi người ..... Một năm thật khoẻ mạnh , khoẻ mạnh và thật khoẻ mạnh nhé mọi người !!!!!!! Once again  Happy lunar new year  ... ❤️❤️❤️ This is the first day of my family’s new year !!! 💋💋💋",M-TP và 135K người khác,98K,"1,6K",35K,94,22,28,9.288 bình luậ,2535268199820201,/story.php?story_fbid=2535268199820201&id=309972372349806
M-TP,,2019-01-27 12:01:37,"Hey Da Nang ... Tonight we burned the stage together, this last show was really on fire ... It was litttttttttt I felt satisfied after the show ... Thanks for giving me a lot of energy ... ❤️❤️❤️",M-TP và 56K người khác,37K,"1,7K",17K,60,24,16,7.088 bình luậ,2520686034611751,/story.php?story_fbid=2520686034611751&id=309972372349806
M-TP,,2019-01-21 11:45:25,Last night with my fans in HCMC  This was the last show in HCMC before TET officially starts ...... See you soon my greatest thing!!!! ❤️❤️❤️,M-TP và 51K người khác,33K,3K,14K,67,26,24,5.855 bình luậ,2511433038870384,/story.php?story_fbid=2511433038870384&id=309972372349806
